u,v,temperatura,rocio
-0.8682408883346514,4.92403876506104,13.0,10.0
-2.9999999999999996,5.196152422706632,13.0,10.0
-0.9999999999999999,1.7320508075688774,12.0,11.0
-0.9999999999999999,1.7320508075688774,12.0,10.0
-1.3680805733026749,-3.7587704831436337,12.0,11.0
3.939231012048832,0.6945927106677213,13.0,11.0
1.969615506024416,0.34729635533386066,15.0,12.0
-3.4999999999999996,6.062177826491071,16.0,11.0
-3.4999999999999996,6.062177826491071,18.0,10.0
-1.4695761589768238e-15,12.0,18.0,9.0
-3.4999999999999996,6.062177826491071,19.0,10.0
-5.7850884871788555,6.894399988070801,18.0,9.0
-5.130302149885033,14.095389311788624,17.0,9.0
-4.788282006559364,13.155696691002717,17.0,9.0
-2.2574263096700937,12.802500789158705,18.0,9.0
-3.420201433256689,9.396926207859083,17.0,8.0
7.878462024097664,1.3891854213354426,16.0,10.0
7.878462024097665,-1.3891854213354398,13.0,11.0
-0.520944533000791,-2.954423259036624,11.0,10.0
-0.34729635533386066,-1.969615506024416,10.0,9.0
2.598076211353316,-1.5000000000000004,10.0,9.0
1.7320508075688772,-1.0000000000000002,9.0,8.0
1.7320508075688772,-1.0000000000000002,10.0,9.0
2.2981333293569346,-1.9283628290596178,11.0,10.0
1.5320888862379562,-1.2855752193730785,11.0,11.0
0.0,0.0,11.0,10.0
4.0,7.347880794884119e-16,12.0,11.0
0.0,0.0,12.0,11.0
0.0,-2.0,11.0,11.0
-1.4999999999999998,-2.598076211353316,12.0,11.0
-1.4999999999999998,-2.598076211353316,14.0,12.0
-2.571150438746157,-3.064177772475912,15.0,11.0
-2.298133329356934,-1.9283628290596182,16.0,10.0
-3.83022221559489,-3.2139380484326967,17.0,10.0
-0.6945927106677213,-3.939231012048832,18.0,10.0
-0.6945927106677213,-3.939231012048832,19.0,9.0
-7.66044443118978,6.427876096865393,17.0,11.0
3.000000000000001,5.196152422706632,17.0,12.0
-0.5209445330007908,2.954423259036624,16.0,10.0
5.142300877492317,-6.128355544951822,14.0,13.0
3.8567256581192373,-4.5962666587138665,14.0,12.0
2.5711504387461583,-3.064177772475911,13.0,12.0
3.4641016151377544,-2.0000000000000004,14.0,12.0
3.939231012048832,0.6945927106677213,14.0,12.0
1.969615506024416,0.34729635533386066,13.0,12.0
1.969615506024416,0.34729635533386066,13.0,12.0
2.598076211353315,1.5000000000000013,13.0,12.0
1.0260604299770058,-2.8190778623577253,13.0,12.0
0.6840402866513372,-1.8793852415718169,13.0,12.0
0.6840402866513372,-1.8793852415718169,12.0,12.0
0.6840402866513372,-1.8793852415718169,12.0,12.0
-1.4999999999999998,-2.598076211353316,12.0,11.0
-0.9999999999999999,-1.7320508075688774,12.0,11.0
-3.83022221559489,-3.2139380484326967,13.0,12.0
-2.298133329356934,-1.9283628290596182,15.0,11.0
-1.532088886237956,-1.2855752193730787,17.0,11.0
-2.571150438746158,3.0641777724759116,17.0,10.0
-3.2139380484326976,3.8302222155948895,19.0,9.0
-3.2139380484326976,3.8302222155948895,19.0,8.0
6.893654271085456,1.2155372436685123,18.0,11.0
5.785088487178856,-6.8943999880708,18.0,13.0
2.819077862357725,-1.026060429977007,16.0,13.0
5.908846518073249,-1.0418890660015798,17.0,14.0
4.330127018922193,-2.5000000000000004,17.0,13.0
1.7320508075688772,-1.0000000000000002,16.0,13.0
2.0000000000000004,3.4641016151377544,15.0,13.0
1.0000000000000002,1.7320508075688772,14.0,13.0
1.0000000000000002,1.7320508075688772,14.0,13.0
0.0,0.0,14.0,13.0
-2.571150438746157,-3.064177772475912,13.0,11.0
0.5209445330007911,-2.954423259036624,13.0,11.0
-3.83022221559489,-3.2139380484326967,12.0,10.0
7.347880794884119e-16,-3.0,11.0,10.0
4.898587196589413e-16,-2.0,12.0,11.0
4.898587196589413e-16,-2.0,11.0,10.0
3.8302222155948904,-3.2139380484326963,10.0,9.0
0.0,0.0,11.0,10.0
0.0,-2.0,12.0,11.0
0.0,-2.0,13.0,12.0
0.0,-2.0,15.0,11.0
0.0,-2.0,16.0,11.0
3.213938048432698,-3.830222215594889,17.0,11.0
1.2855752193730792,-1.5320888862379556,19.0,10.0
-1.2246467991473533e-15,10.0,15.0,13.0
5.908846518073249,-1.0418890660015798,17.0,13.0
9.848077530122081,-1.7364817766692997,17.0,12.0
11.0,2.0206672185931327e-15,16.0,12.0
-0.8682408883346514,4.92403876506104,14.0,12.0
-0.34729635533386055,1.969615506024416,13.0,12.0
-0.34729635533386055,1.969615506024416,13.0,12.0
3.7587704831436333,-1.368080573302676,13.0,12.0
-5.142300877492314,-6.128355544951824,13.0,12.0
-3.2139380484326963,-3.83022221559489,12.0,11.0
-2.819077862357725,-1.0260604299770064,12.0,10.0
-1.8793852415718166,-0.6840402866513376,12.0,10.0
-1.8793852415718166,-0.6840402866513376,11.0,10.0
-1.8793852415718166,-0.6840402866513376,10.0,10.0
-1.4999999999999998,-2.598076211353316,11.0,10.0
-0.9999999999999999,-1.7320508075688774,10.0,9.0
-5.196152422706632,-3.000000000000001,11.0,10.0
2.0000000000000018,-3.4641016151377535,10.0,9.0
1.0000000000000009,-1.7320508075688767,12.0,11.0
-2.298133329356934,-1.9283628290596182,13.0,11.0
-1.532088886237956,-1.2855752193730787,16.0,10.0
-1.532088886237956,-1.2855752193730787,17.0,10.0
-1.4999999999999998,-2.598076211353316,17.0,9.0
-3.7587704831436333,-1.3680805733026753,16.0,12.0
1.3680805733026746,3.7587704831436337,18.0,10.0
4.92403876506104,0.8682408883346516,17.0,13.0
9.192533317427738,-7.713451316238471,16.0,13.0
9.0,1.6532731788489267e-15,15.0,13.0
3.0641777724759125,-2.571150438746157,16.0,12.0
3.4641016151377535,2.0000000000000018,15.0,11.0
1.7320508075688767,1.0000000000000009,14.0,11.0
1.7320508075688767,1.0000000000000009,13.0,12.0
7.347880794884119e-16,-3.0,13.0,12.0
4.898587196589413e-16,-2.0,13.0,12.0
3.8302222155948904,-3.2139380484326963,13.0,12.0
-1.0260604299770062,-2.8190778623577253,13.0,12.0
-2.4999999999999996,-4.330127018922194,13.0,12.0
-0.9999999999999999,-1.7320508075688774,12.0,12.0
-4.596266658713868,-3.8567256581192364,12.0,11.0
-2.571150438746157,-3.064177772475912,12.0,10.0
-1.9283628290596178,-2.298133329356934,11.0,10.0
-5.63815572471545,-2.052120859954013,12.0,10.0
-1.9999999999999998,-3.464101615137755,13.0,11.0
-4.330127018922193,-2.5000000000000004,14.0,11.0
-1.9999999999999998,-3.464101615137755,16.0,11.0
0.5209445330007911,-2.954423259036624,18.0,11.0
-4.499513267805774,-5.362311101832846,18.0,11.0
-4.499513267805774,-5.362311101832846,18.0,12.0
1.2246467991473533e-15,-5.0,18.0,11.0
4.898587196589413e-16,-2.0,15.0,12.0
3.9392310120488325,-0.6945927106677199,16.0,11.0
3.4641016151377544,-2.0000000000000004,16.0,12.0
7.347880794884119e-16,-3.0,15.0,12.0
3.4641016151377544,-2.0000000000000004,15.0,12.0
0.0,0.0,14.0,12.0
0.0,-2.0,13.0,11.0
3.9392310120488325,-0.6945927106677199,13.0,11.0
1.5000000000000013,-2.598076211353315,12.0,10.0
1.0000000000000009,-1.7320508075688767,12.0,10.0
-1.0260604299770062,-2.8190778623577253,10.0,9.0
-0.6840402866513374,-1.8793852415718169,11.0,10.0
-0.6840402866513374,-1.8793852415718169,9.0,8.0
-0.6840402866513374,-1.8793852415718169,10.0,9.0
-0.6840402866513374,-1.8793852415718169,9.0,8.0
-0.6840402866513374,-1.8793852415718169,9.0,8.0
-0.6840402866513374,-1.8793852415718169,7.0,7.0
1.0260604299770058,-2.8190778623577253,10.0,9.0
-3.4641016151377544,-2.0000000000000004,13.0,12.0
-1.9999999999999998,-3.464101615137755,16.0,11.0
-5.908846518073248,-1.0418890660015825,18.0,9.0
-3.064177772475912,-2.5711504387461575,19.0,11.0
-3.9999999999999996,-6.92820323027551,17.0,10.0
-2.0521208599540124,-5.638155724715451,18.0,10.0
1.7145055188062944e-15,-7.0,16.0,12.0
-6.5778483455013586,-2.3941410032796817,17.0,11.0
-4.596266658713868,-3.8567256581192364,20.0,10.0
9.797174393178826e-16,-4.0,19.0,10.0
-8.426488874308758,7.070663706551933,16.0,12.0
0.5209445330007914,2.954423259036624,15.0,12.0
3.4641016151377544,-2.0000000000000004,13.0,11.0
2.598076211353315,1.5000000000000013,14.0,11.0
1.7320508075688767,1.0000000000000009,14.0,11.0
-0.520944533000791,-2.954423259036624,12.0,11.0
-0.34729635533386066,-1.969615506024416,12.0,10.0
-1.9283628290596178,-2.298133329356934,11.0,10.0
-1.2855752193730785,-1.532088886237956,12.0,10.0
-2.598076211353316,-1.5000000000000004,13.0,11.0
-2.9999999999999996,-5.196152422706632,12.0,10.0
-0.9999999999999999,-1.7320508075688774,13.0,10.0
-1.9999999999999998,-3.464101615137755,11.0,10.0
-0.9999999999999999,-1.7320508075688774,12.0,11.0
-2.9999999999999996,-5.196152422706632,14.0,11.0
-2.571150438746157,-3.064177772475912,14.0,11.0
-0.520944533000791,-2.954423259036624,16.0,10.0
-0.6945927106677213,-3.939231012048832,15.0,11.0
1.3680805733026744,-3.7587704831436337,17.0,10.0
0.6840402866513372,-1.8793852415718169,17.0,11.0
0.6840402866513372,-1.8793852415718169,17.0,10.0
-1.0260604299770062,-2.8190778623577253,16.0,12.0
5.908846518073249,-1.0418890660015798,16.0,12.0
3.8302222155948895,3.2139380484326976,15.0,12.0
3.8302222155948895,3.2139380484326976,14.0,12.0
1.5320888862379558,1.285575219373079,13.0,11.0
1.5320888862379558,1.285575219373079,12.0,11.0
1.5320888862379558,1.285575219373079,12.0,11.0
0.0,0.0,12.0,11.0
0.0,-2.0,11.0,11.0
0.0,0.0,10.0,10.0
0.0,-2.0,11.0,10.0
0.0,-2.0,11.0,11.0
0.0,-2.0,12.0,11.0
-2.8190778623577253,1.0260604299770062,12.0,11.0
-2.9999999999999996,5.196152422706632,12.0,8.0
-1.215537243668512,6.893654271085456,12.0,9.0
-4.330127018922194,2.499999999999999,13.0,8.0
-4.92403876506104,-0.8682408883346521,15.0,8.0
-4.330127018922193,-2.5000000000000004,17.0,9.0
-3.2139380484326963,-3.83022221559489,18.0,10.0
-6.128355544951824,5.142300877492315,20.0,9.0
-7.070663706551934,8.426488874308756,21.0,8.0
-6.92820323027551,3.9999999999999987,21.0,9.0
-7.070663706551934,8.426488874308756,19.0,9.0
-7.794228634059948,4.499999999999998,20.0,9.0
-7.794228634059948,4.499999999999998,20.0,9.0
-8.660254037844387,4.999999999999998,18.0,9.0
-6.062177826491071,3.4999999999999987,17.0,9.0
-4.92403876506104,-0.8682408883346521,16.0,9.0
-3.939231012048832,0.6945927106677212,15.0,10.0
-6.128355544951824,5.142300877492315,15.0,9.0
-3.939231012048832,0.6945927106677212,15.0,9.0
-6.5778483455013586,-2.3941410032796817,15.0,9.0
-6.928203230275509,-4.000000000000001,14.0,9.0
-5.196152422706632,-3.000000000000001,13.0,9.0
-5.908846518073248,-1.0418890660015825,14.0,9.0
-3.7587704831436333,-1.3680805733026753,13.0,9.0
-6.06217782649107,-3.500000000000001,13.0,9.0
-5.63815572471545,-2.052120859954013,13.0,9.0
-4.0,-2.4492935982947064e-16,13.0,9.0
-5.908846518073248,1.0418890660015818,14.0,9.0
-6.893654271085456,-1.2155372436685128,16.0,9.0
-5.908846518073248,1.0418890660015818,17.0,8.0
-6.92820323027551,3.9999999999999987,17.0,8.0
-7.794228634059948,4.499999999999998,19.0,9.0
-3.9999999999999996,6.92820323027551,19.0,9.0
-5.499999999999999,9.526279441628827,18.0,9.0
-5.362311101832846,4.499513267805775,18.0,9.0
-4.1042417199080266,11.2763114494309,18.0,9.0
-6.0,-3.6739403974420594e-16,18.0,10.0
-7.66044443118978,6.427876096865393,18.0,9.0
-5.638155724715451,2.0521208599540124,16.0,8.0
-6.894399988070802,5.785088487178855,15.0,9.0
-4.698463103929542,-1.7101007166283442,14.0,9.0
-3.064177772475912,-2.5711504387461575,14.0,9.0
-1.532088886237956,-1.2855752193730787,13.0,9.0
-1.532088886237956,-1.2855752193730787,12.0,9.0
-3.83022221559489,-3.2139380484326967,11.0,9.0
-4.596266658713868,-3.8567256581192364,12.0,10.0
-3.939231012048832,-0.6945927106677217,12.0,11.0
-3.9999999999999996,6.92820323027551,12.0,9.0
-0.9999999999999999,1.7320508075688774,11.0,9.0
-0.9999999999999999,1.7320508075688774,11.0,9.0
-0.9999999999999999,1.7320508075688774,11.0,9.0
1.3680805733026744,-3.7587704831436337,13.0,10.0
-3.064177772475912,-2.5711504387461575,14.0,10.0
-1.532088886237956,-1.2855752193730787,14.0,10.0
-1.532088886237956,-1.2855752193730787,16.0,10.0
-3.064177772475912,-2.5711504387461575,17.0,10.0
-1.7364817766693028,9.84807753012208,18.0,9.0
2.4310744873370265,13.787308542170912,19.0,9.0
-7.713451316238474,9.192533317427735,17.0,10.0
-8.660254037844387,4.999999999999998,17.0,9.5
-10.336618828644992,3.762221576582356,17.0,9.0
-3.939231012048832,0.6945927106677212,15.0,11.0
-3.8567256581192355,-4.596266658713868,14.0,11.0
-1.2855752193730785,-1.532088886237956,13.0,11.0
-1.2855752193730785,-1.532088886237956,11.0,10.0
0.5209445330007911,-2.954423259036624,11.0,10.0
-1.7101007166283435,-4.698463103929543,11.5,10.0
-6.128355544951824,-5.142300877492315,12.0,10.0
-6.928203230275509,-4.000000000000001,12.0,10.0
-1.7320508075688772,-1.0000000000000002,12.0,10.0
-1.7320508075688772,-1.0000000000000002,11.0,9.0
-1.4999999999999998,-2.598076211353316,10.0,8.0
-0.9999999999999999,-1.7320508075688774,9.0,8.0
-2.598076211353316,-1.5000000000000004,8.0,7.0
-4.92403876506104,-0.8682408883346521,8.0,7.0
-6.894399988070802,-5.785088487178855,11.0,10.0
-4.92403876506104,-0.8682408883346521,15.0,10.0
-3.2139380484326963,-3.83022221559489,17.0,9.0
-4.596266658713868,-3.8567256581192364,17.0,9.0
-6.894399988070802,5.785088487178855,18.0,8.0
-8.426488874308758,7.070663706551933,18.0,8.0
-6.427876096865395,7.660444431189779,18.0,7.0
-6.128355544951824,5.142300877492315,18.0,7.0
-5.196152422706632,2.999999999999999,19.0,7.0
-7.794228634059947,-4.500000000000001,18.0,7.0
-6.894399988070802,-5.785088487178855,18.0,8.0
-3.064177772475912,2.5711504387461575,17.0,8.0
-1.532088886237956,1.2855752193730787,15.0,8.0
-1.532088886237956,1.2855752193730787,14.0,7.0
-1.0260604299770062,-2.8190778623577253,12.0,9.0
-3.939231012048832,-0.6945927106677217,12.0,8.0
-3.939231012048832,-0.6945927106677217,12.0,8.0
-1.969615506024416,-0.34729635533386083,11.0,9.0
0.6945927106677215,-3.939231012048832,10.0,8.0
0.3472963553338608,-1.969615506024416,9.0,8.0
0.0,0.0,8.0,7.0
0.0,0.0,8.0,8.0
0.0,-2.0,8.0,8.0
0.5209445330007911,-2.954423259036624,8.0,8.0
-3.2139380484326963,-3.83022221559489,9.0,8.0
-3.4641016151377544,-2.0000000000000004,12.0,11.0
-3.8567256581192355,-4.596266658713868,14.0,11.0
-4.596266658713868,-3.8567256581192364,15.0,10.0
-1.532088886237956,-1.2855752193730787,18.0,8.0
-1.0418890660015816,5.908846518073248,19.0,8.0
-6.893654271085456,-1.2155372436685128,19.0,8.0
-3.856725658119237,4.596266658713867,21.0,8.0
-1.7101007166283444,4.698463103929542,20.0,8.0
-6.5778483455013586,2.394141003279681,19.0,8.0
-5.196152422706632,2.999999999999999,18.0,8.0
1.7101007166283433,4.698463103929543,18.0,7.0
3.939231012048832,0.6945927106677213,14.0,6.0
1.969615506024416,0.34729635533386066,13.0,7.0
7.347880794884119e-16,-3.0,11.0,8.0
-1.9999999999999998,-3.464101615137755,11.0,9.0
-3.7587704831436333,-1.3680805733026753,11.0,9.0
-1.8793852415718166,-0.6840402866513376,11.0,9.0
-1.8793852415718166,-0.6840402866513376,10.0,9.0
-3.8567256581192355,-4.596266658713868,10.0,9.0
-1.3680805733026749,-3.7587704831436337,10.0,9.0
7.347880794884119e-16,-3.0,9.0,7.0
4.898587196589413e-16,-2.0,10.0,8.0
3.0,5.51091059616309e-16,10.0,8.0
9.797174393178826e-16,-4.0,11.0,9.0
-5.362311101832846,-4.499513267805775,14.0,9.0
-1.532088886237956,-1.2855752193730787,17.0,8.0
4.330127018922193,-2.5000000000000004,18.0,8.0
1.7320508075688772,-1.0000000000000002,19.0,8.0
-1.9999999999999998,3.464101615137755,20.0,8.0
3.500000000000001,6.06217782649107,19.0,11.0
-1.2246467991473533e-15,10.0,21.0,8.0
-1.5628335990023725,8.863269777109872,21.0,6.0
4.000000000000001,6.928203230275509,19.0,10.0
7.660444431189779,6.427876096865395,18.0,11.0
7.0,1.2858791391047208e-15,17.0,10.0
9.797174393178826e-16,-4.0,13.0,11.0
4.898587196589413e-16,-2.0,13.0,9.0
-1.9999999999999998,-3.464101615137755,13.0,8.0
2.2981333293569346,-1.9283628290596178,10.0,8.0
1.9283628290596186,-2.2981333293569333,10.0,7.0
1.2855752193730792,-1.5320888862379556,11.0,9.0
1.2855752193730792,-1.5320888862379556,9.0,8.0
1.2855752193730792,-1.5320888862379556,10.0,9.0
1.2855752193730792,-1.5320888862379556,11.0,9.0
1.2855752193730792,-1.5320888862379556,10.0,9.0
1.2855752193730792,-1.5320888862379556,11.0,9.0
1.2855752193730792,-1.5320888862379556,10.0,9.0
1.2855752193730792,-1.5320888862379556,11.0,10.0
9.797174393178826e-16,-4.0,13.0,10.0
4.898587196589413e-16,-2.0,17.0,10.0
5.908846518073249,-1.0418890660015798,19.0,11.0
6.0,1.102182119232618e-15,18.0,10.0
8.0,1.4695761589768238e-15,18.0,9.0
10.0,1.8369701987210296e-15,16.0,11.0
7.878462024097665,-1.3891854213354398,19.0,11.0
9.84807753012208,1.7364817766693033,17.0,9.0
6.4278760968653925,7.66044443118978,16.0,9.0
4.596266658713867,3.856725658119237,16.0,10.0
2.0521208599540115,-5.638155724715451,15.0,11.0
3.500000000000003,-6.062177826491069,13.0,10.0
2.0000000000000018,-3.4641016151377535,13.0,9.0
1.0000000000000009,-1.7320508075688767,13.0,11.0
1.0000000000000009,-1.7320508075688767,13.0,11.0
1.0000000000000009,-1.7320508075688767,12.0,11.0
1.0000000000000009,-1.7320508075688767,12.0,11.0
-0.6945927106677213,-3.939231012048832,12.0,11.0
-0.6945927106677213,-3.939231012048832,12.0,11.0
-4.330127018922193,-2.5000000000000004,12.0,11.0
-3.83022221559489,-3.2139380484326967,11.0,10.0
-2.819077862357725,-1.0260604299770064,11.0,10.0
-2.298133329356934,-1.9283628290596182,11.5,10.5
-1.532088886237956,-1.2855752193730787,12.0,11.0
-1.532088886237956,-1.2855752193730787,14.0,10.0
-1.9283628290596178,-2.298133329356934,15.0,10.0
-0.520944533000791,-2.954423259036624,16.0,9.0
-1.0260604299770062,-2.8190778623577253,18.0,9.0
0.868240888334652,-4.92403876506104,20.0,8.0
2.5711504387461583,-3.064177772475911,19.0,9.0
11.276311449430901,4.104241719908023,15.0,12.0
5.908846518073248,1.041889066001582,14.0,12.0
3.7587704831436337,1.3680805733026742,15.0,12.0
6.0,1.102182119232618e-15,15.0,12.0
2.8190778623577253,1.0260604299770058,14.0,11.0
2.2981333293569337,1.9283628290596184,14.0,12.0
1.5320888862379558,1.285575219373079,14.0,12.0
2.598076211353315,1.5000000000000013,14.0,12.0
-0.520944533000791,-2.954423259036624,13.0,13.0
-0.34729635533386066,-1.969615506024416,12.0,12.0
2.5711504387461583,-3.064177772475911,12.0,12.0
2.954423259036624,0.520944533000791,12.0,12.0
2.2981333293569337,1.9283628290596184,12.0,11.0
4.0,7.347880794884119e-16,12.0,11.0
3.0,5.51091059616309e-16,12.0,11.0
2.0,3.6739403974420594e-16,12.0,11.0
2.0,3.6739403974420594e-16,12.0,11.0
2.0,3.6739403974420594e-16,12.0,11.0
4.0,7.347880794884119e-16,13.0,12.0
3.4641016151377544,-2.0000000000000004,14.0,12.0
3.4641016151377544,-2.0000000000000004,17.0,11.0
6.928203230275509,-4.000000000000001,16.0,11.0
7.070663706551936,-8.426488874308756,16.0,11.0
5.785088487178856,-6.8943999880708,16.0,11.0
6.128355544951823,5.142300877492316,15.0,13.0
4.698463103929543,1.7101007166283426,15.0,12.0
-0.6945927106677213,-3.939231012048832,15.0,12.0
-1.3680805733026749,-3.7587704831436337,15.0,12.0
-0.6840402866513374,-1.8793852415718169,14.0,12.0
-0.6840402866513374,-1.8793852415718169,13.0,12.0
-0.6840402866513374,-1.8793852415718169,12.0,11.0
-2.298133329356934,-1.9283628290596182,12.0,11.0
-1.7101007166283435,-4.698463103929543,12.0,11.0
0.5209445330007911,-2.954423259036624,12.0,11.0
0.3472963553338608,-1.969615506024416,11.0,10.0
0.3472963553338608,-1.969615506024416,10.0,9.0
0.0,0.0,10.0,10.0
-3.7587704831436333,-1.3680805733026753,11.0,11.0
0.0,0.0,11.0,11.0
0.0,-2.0,9.0,9.0
-4.330127018922193,-2.5000000000000004,11.0,10.0
-1.9999999999999998,-3.464101615137755,11.0,11.0
-2.571150438746157,-3.064177772475912,12.0,11.0
-3.83022221559489,-3.2139380484326967,13.0,12.0
-1.7101007166283435,-4.698463103929543,15.0,10.0
-5.0,-3.061616997868383e-16,18.0,12.0
-6.5778483455013586,2.394141003279681,19.0,9.0
-7.070663706551934,8.426488874308756,18.0,10.0
-1.3891854213354422,7.878462024097664,18.0,10.0
6.06217782649107,-3.500000000000001,18.0,12.0
5.638155724715451,2.0521208599540115,19.0,11.0
1.3680805733026746,3.7587704831436337,18.0,12.0
-4.698463103929543,1.7101007166283435,17.0,9.0
-6.5778483455013586,2.394141003279681,16.0,10.0
-1.8793852415718169,0.6840402866513374,15.0,11.0
-4.0,-2.4492935982947064e-16,15.0,11.0
-2.0,-1.2246467991473532e-16,14.0,10.0
-2.0,-1.2246467991473532e-16,12.0,10.0
-4.596266658713868,-3.8567256581192364,12.0,9.0
-1.532088886237956,-1.2855752193730787,11.0,9.0
-1.532088886237956,-1.2855752193730787,12.0,10.0
-1.532088886237956,-1.2855752193730787,12.0,10.0
-1.532088886237956,-1.2855752193730787,12.0,10.0
-4.596266658713868,-3.8567256581192364,12.0,11.0
-2.4999999999999996,-4.330127018922194,12.0,11.0
-2.114865293030063,-3.0411993326454416,12.181818181818182,11.090909090909092
-1.7297305860601262,-1.7522716463686892,12.363636363636363,11.181818181818182
-1.3445958790901893,-0.4633439600919369,12.545454545454545,11.272727272727273
-0.9594611721202526,0.8255837261848153,12.727272727272727,11.363636363636363
-0.5743264651503159,2.1145114124615674,12.909090909090908,11.454545454545455
-0.18919175818037914,3.40343909873832,13.090909090909092,11.545454545454545
0.1959429487895576,4.692366785015072,13.272727272727273,11.636363636363637
0.5810776557594943,5.981294471291824,13.454545454545455,11.727272727272727
0.966212362729431,7.270222157568576,13.636363636363637,11.818181818181818
1.3513470696993677,8.55914984384533,13.818181818181818,11.909090909090908
1.7364817766693048,9.84807753012208,14.0,12.0
-1.5628335990023725,8.863269777109872,15.0,11.0
-3.83022221559489,3.2139380484326967,14.0,10.0
-3.83022221559489,3.2139380484326967,14.0,10.0
-6.128355544951824,5.142300877492315,14.0,9.0
-1.4999999999999998,2.598076211353316,13.0,9.0
-0.9999999999999999,1.7320508075688774,13.0,10.0
-7.347880794884119e-16,6.0,13.0,10.0
-2.0521208599540133,5.63815572471545,12.0,10.0
-1.3680805733026755,3.7587704831436333,13.0,10.0
-1.8127534414863846,8.28063563615117,13.0,9.0
-2.2574263096700937,12.802500789158705,13.0,8.0
-1.9999999999999998,-3.464101615137755,12.0,9.0
-2.571150438746157,-3.064177772475912,12.0,9.0
-1.2855752193730787,0.46791111376204375,13.5,9.0
-4.898587196589413e-16,4.0,15.0,9.0
-6.427876096865395,7.660444431189779,16.0,9.0
-7.66044443118978,6.427876096865393,30.0,25.0
-7.499999999999999,12.99038105676658,17.0,9.0
-2.7783708426708844,15.756924048195328,19.0,9.0
-5.472322293210702,15.035081932574533,18.0,9.0
-8.356238925925012,9.958577760546714,18.0,9.0
-2.7783708426708844,15.756924048195328,19.0,9.0
-7.66044443118978,6.427876096865393,18.0,7.0
-3.2139380484326976,3.8302222155948895,18.0,5.0
-1.5628335990023725,8.863269777109872,16.0,6.0
-3.7587704831436337,1.3680805733026749,15.0,7.0
2.052120859954012,5.638155724715451,14.0,8.0
-1.5628335990023725,8.863269777109872,13.0,8.0
-0.34729635533386055,1.969615506024416,12.0,8.0
-0.34729635533386055,1.969615506024416,10.0,8.0
-1.9283628290596178,-2.298133329356934,9.0,8.0
-1.4999999999999998,-2.598076211353316,10.0,9.0
-0.9999999999999999,-1.7320508075688774,8.0,7.0
7.347880794884119e-16,-3.0,9.0,8.0
-4.596266658713868,-3.8567256581192364,9.0,8.0
2.0000000000000018,-3.4641016151377535,7.0,6.0
2.819077862357725,-1.026060429977007,7.0,7.0
1.8793852415718166,-0.684040286651338,10.0,9.0
9.797174393178826e-16,-4.0,13.0,10.0
-0.520944533000791,-2.954423259036624,16.0,10.0
-8.572527594031472e-16,7.0,17.0,8.0
1.0418890660015827,5.908846518073248,18.0,8.0
-4.499513267805776,5.362311101832845,18.0,8.0
-3.856725658119237,4.596266658713867,19.0,8.0
-5.785088487178854,-6.894399988070802,18.0,10.0
7.878462024097664,1.3891854213354426,17.0,11.0
7.878462024097665,-1.3891854213354398,15.0,12.0
4.92403876506104,0.8682408883346516,16.0,13.0
4.92403876506104,0.8682408883346516,16.0,11.0
1.969615506024416,0.34729635533386066,14.0,9.0
1.969615506024416,0.34729635533386066,12.0,10.0
1.969615506024416,0.34729635533386066,11.0,10.0
1.969615506024416,0.34729635533386066,10.0,9.0
1.969615506024416,0.34729635533386066,11.0,10.0
1.969615506024416,0.34729635533386066,11.0,9.0
1.969615506024416,0.34729635533386066,12.0,11.0
0.6945927106677215,-3.939231012048832,11.0,10.0
0.3472963553338608,-1.969615506024416,12.0,11.0
0.3472963553338608,-1.969615506024416,12.0,11.0
0.3472963553338608,-1.969615506024416,12.0,11.0
0.3472963553338608,-1.969615506024416,11.0,10.0
-1.9999999999999998,-3.464101615137755,13.0,11.0
-2.4999999999999996,-4.330127018922194,14.0,11.0
-5.63815572471545,-2.052120859954013,16.0,11.0
-0.6945927106677213,-3.939231012048832,16.0,11.0
-0.520944533000791,-2.954423259036624,17.0,10.0
-3.6739403974420594e-16,3.0,17.0,10.0
1.9283628290596186,-2.2981333293569333,17.0,12.0
7.660444431189781,-6.4278760968653925,14.0,13.0
7.794228634059947,-4.500000000000001,16.0,13.0
7.794228634059947,-4.500000000000001,14.0,13.0
6.893654271085457,-1.2155372436685097,15.0,13.0
5.362311101832845,4.499513267805776,13.0,12.0
2.571150438746157,3.064177772475912,13.0,11.0
2.598076211353316,-1.5000000000000004,13.0,11.0
1.7320508075688772,-1.0000000000000002,11.0,10.0
0.0,0.0,11.0,10.0
0.0,0.0,11.0,10.0
0.0,0.0,10.0,10.0
0.0,0.0,9.0,8.0
0.0,-2.0,9.0,9.0
0.0,-2.0,9.0,9.0
0.0,-2.0,9.0,9.0
0.0,-2.0,9.0,9.0
0.0,-2.0,9.0,9.0
0.0,-2.0,10.0,10.0
0.0,-2.0,13.0,11.0
0.0,-2.0,15.0,13.0
4.330127018922193,-2.5000000000000004,16.0,11.0
4.330127018922193,-2.5000000000000004,16.0,11.0
1.2246467991473533e-15,-5.0,17.0,11.0
8.0,1.4695761589768238e-15,16.0,12.0
4.698463103929542,-1.7101007166283448,16.0,11.0
-2.9999999999999996,-5.196152422706632,14.0,13.0
3.0000000000000027,-5.19615242270663,15.0,13.0
6.5778483455013586,2.39414100327968,13.0,12.0
1.8793852415718169,0.6840402866513371,12.0,12.0
