iter	Passed	Remaining
1386	5318227	2350449
1387	5321577	2346401
1388	5324778	2342289
1389	5327873	2338131
1390	5331185	2334070
1391	5334196	2329879
1392	5338001	2326035
1393	5341844	2322207
1394	5345929	2318485
1395	5349507	2314543
1396	5352772	2310466
1397	5356257	2306485
1398	5360038	2302632
1399	5363525	2298653
1400	5367041	2294688
1401	5370708	2290787
1402	5373993	2286724
1403	5377076	2282576
1404	5380723	2278669
1405	5384373	2274763
1406	5388252	2270954
1407	5392060	2267116
1408	5395572	2263153
1409	5399100	2259198
1410	5402527	2255201
1411	5405795	2251138
1412	5409384	2247210
1413	5412407	2243048
1414	5415944	2239100
1415	5419330	2235090
1416	5422700	2231075
1417	5426313	2227160
1418	5429451	2223052
1419	5432982	2219105
1420	5436438	2215128
1421	5440101	2211236
1422	5443464	2207223
1423	5447194	2203359
1424	5450456	2199307
1425	5453739	2195264
1426	5457120	2191261
1427	5460473	2187248
1428	5463698	2183185
1429	5467211	2179238
1430	5470950	2175381
1431	5474477	2171440
1432	5477469	2167289
1433	5481147	2163409
1434	5484667	2159468
1435	5488292	2155568
1436	5491566	2151532
1437	5495323	2147685
1438	5498879	2143760
1439	5502712	2139943
1440	5506170	2135981
1441	5509578	2132000
1442	5512591	2127867
1443	5515955	2123872
1444	5519189	2119826
1445	5522871	2115954
1446	5526412	2112029
1447	5530189	2108193
1448	5533836	2104308
